Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Rwanda,RWA,5.37717849178342,7.26898430311878,6.18067969706938,7.77665392566841,10.3935220427215,10.6879847934518,10.8834165953429,13.6678238827712,13.2317868359616,15.4218031562888,20.5283808772972,21.10801098862,21.8254435390056,19.3259418342726,19.51924382483,22.4780616958951,25.4207037684665,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,36.6513492804707,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sudan,SDN,15.9845570577283,9.5605178619468,11.4095829536873,12.2525341182648,14.300391937677,14.458821843369,15.0949253001601,16.9005341241689,6.42291092918573,5.00449100738247,6.11214425821293,7.65020198466392,8.45298341762853,5.12531269468598,2.2498704277993,1.57116183055586,1.10810859289855,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Senegal,SEN,17.7641495981977,17.7006801043602,19.6168800518197,18.2180266837333,19.10166287579,19.8066375707013,19.252084644369,20.5543882272223,22.6771945016724,21.5608580962682,21.9300831477167,22.9490914783308,24.9831341973865,20.7005528555706,24.6396021156771,26.857557599241,22.9926823067602,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sierra Leone,SLE,18.1348435554968,5.08434061716529,5.5408071957007,9.00393856342768,10.6636961923979,11.3953247112055,10.9142793443273,10.1237642537445,12.2804889386198,15.1514141432511,16.7433834140102,11.2388259485764,9.6941408328194,9.89004474332578,15.5513654294067,16.7851638614949,21.5245154992414,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Africa,ZAF,24.4043033106919,26.3566606345688,28.4311672176802,23.9152733614034,22.7575187856654,23.5997644915436,26.098249881712,27.958964394702,27.7136384124829,28.1560881698955,27.3400757812216,27.4970371508423,27.2021294051151,27.5759141603963,31.1035988061883,33.3714495540545,32.7545268670556,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tanzania,TZA,10.8128051973219,13.837039970742,14.2816416273557,15.0931227613293,16.0455833088341,16.9833670564514,18.4149914479089,19.8306255869655,17.1049115530965,16.349975063904,15.6634915658043,14.7391433931711,16.0367461484986,13.5038738462361,14.1200223265815,15.4137105201683,17.1954298762963,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Chad,TCD,16.8900964319303,14.6657875448771,12.6899405964434,24.6329669069481,51.0088580567156,47.977274188704,47.5844412158485,44.5034938577556,30.0017608897127,26.2950367647059,33.8729624845644,36.1906824485852,36.7422534363826,26.7161490487759,38.7501272510812,49.3201339326375,43.5044116555991,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Togo,TGO,20.1566604038007,20.5095258930009,21.4381414951577,23.2296007315538,23.5743613846765,25.1826385889901,25.0476964469213,23.9449595756177,25.9760750558981,25.9963700139807,24.872603736957,24.2239524638869,23.8124527104537,23.263528583167,23.6295484465081,25.5991710804409,23.9052239704764,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tunisia,TUN,39.7300345865581,42.8168233248494,40.7848345956986,39.4835638279828,42.198076650746,44.9322920398366,46.0285163540679,51.0782219815701,38.3998387567342,38.2952955757822,41.7256877901021,45.4863677197516,45.9513065456175,37.9976586185515,42.0256330676663,50.4191359795168,51.8833824346749,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uganda,UGA,10.651409293254,11.5180826373161,11.2132791661446,11.3867248339712,12.6968807487592,14.1796999798574,15.2754133833713,16.7250685273524,12.8773253147369,12.4271644156806,16.6611294211705,15.0870530611511,17.1090580167383,15.4147985397289,15.7810081695276,12.0219954333331,11.6017089255499,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zambia,ZMB,23.9238608307712,25.109699098695,27.1336783308698,25.6839640308427,33.5399822510719,30.6107123143813,32.5929586871888,33.5911932050133,37.1385258014734,35.3246757489657,34.9928577635918,37.9574045480394,34.6361926031881,46.7201864691576,52.2160900183192,40.1939977114306,40.8461239686718,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zimbabwe,ZWE,38.1597545550961,34.9589126909086,31.834798869349,32.3970590920952,34.469799013311,33.5486481895586,35.9561685274509,37.7853732974542,19.1601757893503,19.9435315500903,6.76851678209651,26.1639731327864,27.5541564071286,22.293062976533,22.775240716702,27.8721706935875,21.5794003755333,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Gambia, The",GMB,25.7986743189831,21.8207981338634,27.1573845831505,31.0937864451292,20.5947828682591,19.9032907784291,21.0347123388331,18.0329574603162,15.5708485829147,12.7556347921577,18.4807348225843,22.2881797710858,20.1658912380486,9.60764388834478,6.61733476020691,8.56985063226593,9.60449609672499,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Comoros,COM,8.83631405886599,8.83626079762981,8.83617675060801,8.83612987853843,8.83602717918231,8.83628108091383,8.83617933267314,8.97534196697091,10.1361983069761,10.6728955768962,11.9013164484663,12.909022989086,12.7734606325226,5.67175210840519,10.8073216153852,12.7160796545449,12.955861475022,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Seychelles,SYC,74.3224695850101,82.5137647126717,76.6793001313966,87.528383299959,72.881704642054,77.107535101306,83.0810386236547,86.8437263258592,90.0846282601248,85.3502574058314,93.9095722862406,87.0444044109968,82.3562686214226,66.5466895183828,80.2638714731898,88.3864980757065,85.9480892526302,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Algeria,DZA,1772.92869122761,1896.30020878013,1937.46411413019,2283.77299346126,2816.99384960555,3233.13339634212,3660.66104745322,4167.45169937531,4685.05902729002,4424.98529027556,4554.66753957828,4577.21029180491,4468.45341883656,3743.5419522929,4160.55926736925,4961.55257664733,5364.02795022731,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Angola,AGO,563.733795571487,533.586202412447,882.147847234303,992.698979254665,1266.21086410236,1916.46842218625,2617.05196022633,3141.0459797605,3213.90261080059,1807.95294072643,2437.25971190821,2538.59139143371,2189.85571407618,1449.92286669308,1925.87466082167,2929.69445467272,2308.15976731274,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Benin,BEN,487.424141384242,492.401499509072,546.463829658159,676.002878084282,758.695803786371,779.437777753268,809.147072506221,912.338247188342,1002.41886882564,1010.53389609187,1054.97408141687,1151.74096952152,1130.82135304977,1197.50136428063,1318.83497843483,1264.70765976655,1394.37330217623,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,3450.81180622992,3206.07123689853,3117.25087183011,4230.12326909926,4956.69287735214,5391.07076619634,5291.58379144849,5529.12574632532,6141.20394726616,6749.05994339013,7104.96401088027,7407.95940141786,7172.08956480028,6323.31419156209,7808.20623956293,8329.04032229144,7820.23240375076,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,248.908526921752,259.485223380436,285.654087637533,362.373899996953,403.81283743461,441.164148016012,455.513655620024,514.684451177238,630.124750752312,663.742364842886,709.091535894695,777.465618514048,764.853077774946,825.237038782475,895.535288442991,836.118304593682,882.689810086163,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,134.537861752389,132.159554541932,120.952308575468,111.406682804391,125.194965184533,147.234619294225,161.892755640319,166.162744906755,280.966831311923,235.286205393908,236.694472592753,224.89939239264,210.236494521532,210.008139902508,214.091455416133,250.634225368744,193.007145564804,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,1189.51479345891,1223.33055331575,1328.57874270666,1717.97565369655,1929.49081468781,2004.14680417563,2256.99666191075,3324.57675212498,3415.06266730931,3608.96606551232,3893.09572292025,4294.96510456428,4380.7811916403,3539.22662027109,3971.4440744985,4323.31362665974,4850.98415849643,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,708.565731625965,715.470296470585,789.623811072554,988.241276791846,1133.39326749673,1142.62466252106,1191.45458990968,1325.67248215933,1415.00009710569,1441.7201725688,1496.08951771242,1610.69641591017,1555.22660476477,1555.60370660749,1672.32657340872,1604.87726954895,1736.86091073524,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,239.154133726071,237.951702544735,248.639290978403,278.403992150941,303.461321152782,311.950023138687,333.942519903031,380.887048839475,366.322853938121,387.176203444318,432.324025684263,455.243962859534,449.228467602439,462.879071294011,492.263142830507,467.359825026238,495.978897153068,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",COD,377.925421481395,142.678142604412,162.38052907429,161.491553524396,180.664764963633,203.561668860749,238.417639415512,267.88850879878,467.9145805459,442.310472110228,436.584534687385,528.256019777898,557.044161335917,507.521230077872,558.034077296358,642.612265820033,627.502181690836,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,1024.30159109181,854.598314408095,905.538135544704,1016.82363412143,1306.10136324599,1799.05158366154,2103.5821381211,2206.47101863414,2439.35189403696,2093.10728558843,2211.63309874797,2694.43413191427,2488.42466724916,1993.586671931,2516.16255145432,2620.83804267402,2477.97845544866,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,936.636541348798,924.727294962066,967.815864415991,1111.17135087887,1199.82524528546,1197.74616979415,1230.43056838584,1367.53817722326,1814.71855088017,1862.59597081287,1964.29930338343,2130.86619381144,2141.76836170115,2179.72934832935,2455.98127641148,2308.70654660366,2530.84659301723,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,737.612183644052,742.133791107063,743.013270420348,764.634465224597,806.261652944964,844.4483573908,898.464628136774,969.573220191902,2376.12554719873,2510.4300076241,2618.95521147369,2718.0853229414,2837.17103336917,2881.99924450145,3019.69343880209,3231.30015326477,3554.83918868372,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,1366.09274372613,1295.1374184163,1116.82884626213,1031.27556291284,991.255689145253,1104.80340733395,1298.97900203124,1547.74170735909,3306.98159414141,3270.6287768197,2395.10333299491,2484.70315630508,2962.98892023003,3511.11381026379,3827.35415374308,4233.30783744856,3457.45691570455,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,1487.3165506701,1948.61145907844,2264.21065580365,2930.60183743733,4901.30127408119,8673.9026086535,10184.8841248541,12616.9532942011,9068.91003238645,7453.19797948517,7809.10465655488,8102.47084834031,6804.14923073888,5764.05502912947,6945.63069794539,7589.29964909381,6677.793435386,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,314.357396753501,325.409161513593,304.775756465092,348.950327077742,426.840947887032,412.753079199423,447.997404727201,480.44762365456,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,122.269202606069,118.457204255261,109.593813612988,116.800491132777,133.169812538096,158.243458082465,189.345737521418,237.146255996319,621.845673808133,696.195884706786,745.632449222154,747.968143637014,828.70897229725,905.313175805855,910.947840320752,1011.0732858233,1272.01628209211,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,3982.906200928,3835.75718279727,3966.48001864663,4710.74862768151,5465.79193590708,6547.87613955186,6847.00985685394,8003.54289696049,7047.12654634355,6677.07003901644,6921.73373135624,7624.2775233771,7441.1786472281,6605.80346077565,8181.40914134656,8409.2074145028,7802.83659565049,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,253.746936203344,263.542156494853,297.46164468774,358.39927142073,406.132105329565,478.611909191028,906.441027564887,1050.12461524926,1721.69964380717,1913.18673253576,2012.97025750655,2196.61290615342,2186.18924111824,2196.54789313621,2445.50081810782,2240.27945094566,2260.28741289427,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Guinea,GIN,518.157066924026,483.085120214741,495.916073559269,566.48540588068,584.897740538081,463.17768685098,446.980554135348,650.148575304385,747.356966759448,711.996509782316,833.598621691121,933.273615633705,1031.34146480732,1053.66097696415,1244.96550477914,1416.59612011764,1541.04050914957,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Kenya,KEN,414.626365130846,410.700452474814,402.936385605382,442.898457253405,463.662781300121,523.456312433863,699.80237063381,840.201439476765,1489.11959777284,1554.12610314423,1667.48447230835,1836.45275528993,1960.40808854893,1927.66459027849,2061.35622089594,2109.56288513137,1952.30457929636,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Lesotho,LSO,442.779545779081,412.677473676821,388.92334985135,583.270036200288,766.685820928242,861.381496414995,925.467485502842,861.188420899563,1121.19851342518,992.491840678465,1069.36673247542,1170.65569702819,1082.05706777516,918.582577421982,1066.58645143823,1029.99553333827,916.282979328622,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Liberia,LBR,298.485340578945,300.463828598983,299.536445539621,239.779556677091,284.140223992458,287.487333441381,320.55808618515,374.211308104278,692.590082351257,714.613063145659,699.269095727404,692.203127129794,658.164180770507,616.787867006715,667.96610514319,744.617175237387,771.887142089677,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Madagascar,MDG,280.282905559649,319.283278235657,304.941777398445,352.620095849925,272.20074858856,305.812074924388,324.146874882604,419.548001431865,445.320069480568,453.970714522463,491.866848718929,500.45718552916,499.818837622534,450.771615201509,490.206238571448,497.242514792961,506.159368687808,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Malawi,MWI,224.22415918428,215.474524898357,428.210439838398,383.348596852642,404.674248445428,414.361121984475,440.822149023873,475.180261659331,539.605363240686,450.506105510719,495.769683367165,533.203173686705,580.889816066776,602.507478176106,617.447520802454,604.269751184515,602.343619809252,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mali,MLI,256.199554978241,291.159497911347,318.042432039222,371.627016389759,416.278344366266,461.457920288884,493.628706470251,564.157958339126,704.821646439506,730.85493818079,775.536492065709,835.086710561793,820.197390833912,804.343956745857,862.467400106111,813.965034073188,869.270234286992,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritania,MRT,680.911061879778,651.817840199777,648.879643934862,732.017820812675,823.554457141893,998.96583416747,1300.60367988659,1405.15016203368,1554.94897871782,1565.76575722696,1615.00401327323,1722.93528854073,1767.072710621,1795.76459566714,1947.78918383313,1960.35240077424,2120.82320358953,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mauritius,MUS,3981.98343249582,3908.55694927435,4073.06053055903,4858.26575549747,5460.60800184198,5354.02974260642,5695.97525509869,6574.6635764099,9507.87133656424,9965.72531085228,10841.6847754844,11643.4605962124,11403.2527870674,9011.04288445023,9068.97300226707,10239.7970461095,11613.0441587588,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Morocco,MAR,1499.107421875,1506.24523925781,1596.02062988281,1941.87255859375,2183.55541992188,2242.98828125,2438.12646484375,2755.5859375,3146.24780273438,3140.85546875,3296.52661132813,3501.69799804688,3508.09765625,3268.0302734375,3785.93627929688,3455.39624023438,3771.4462890625,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Mozambique,MOZ,327.12623979157,304.792138621913,313.886661721198,339.488737800648,400.056973161545,436.773856167384,457.487647833183,507.874923914304,610.563774706589,441.489734819071,470.93856305196,517.507260258101,519.09255091362,462.433876479921,509.907829475551,578.251663751351,622.985619320596,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Namibia,NAM,2156.67590512714,1915.58926594875,1772.07565537493,2569.24739317883,3403.15496192955,3685.77299991587,4017.1834716928,4379.04313682732,4774.10650865775,4395.68776162376,5143.96072323076,5308.60813408705,4731.9210318831,3878.58982993966,4412.8355693052,4349.04532248966,4168.28521087347,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Niger,NER,194.771959898935,205.417936120931,225.294391147438,265.225363452469,283.468281798296,318.643121918273,333.345078419447,387.168065883301,485.662574175279,502.706475406446,521.804130023434,578.568035680892,561.691304349698,579.512495758236,608.722439593808,609.745147574878,642.937917863471,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Nigeria,NGA,547.318298903379,566.428231812933,712.164852077686,763.388745367223,962.48104194733,1211.37703504386,1599.53891556365,1815.52697545827,2585.73360671797,2070.4127339595,1876.34027111773,2057.87944554011,2265.15520863056,2019.65706326224,2017.27486481527,2139.37478476974,1596.63696129001,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Rwanda,RWA,251.86926386091,237.308846200901,234.043016755733,249.012274982252,269.540446333402,324.016863847189,356.995022901154,426.234183487629,733.998585018273,729.519154199595,758.301002985965,771.773521962568,810.051420243718,778.701538550324,828.833032800998,975.469315871749,1010.2689290184,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,1080.14718624765,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sudan,SDN,362.116882324219,451.293304443359,506.262634277344,580.320251464844,705.113342285156,905.543640136719,1132.474609375,1444.37219238281,1292.37963867188,1033.21594238281,966.505676269531,731.027465820313,709.975280761719,577.795227050781,712.122009277344,1046.24084472656,2183.44140625,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Senegal,SEN,603.233162455158,637.213530563724,669.430447319209,817.888034221442,918.102079522155,979.846101520171,1017.20196747987,1188.93877808175,1218.00613555438,1266.43957151587,1356.80518449031,1452.55612562445,1431.18128932159,1461.08720350553,1598.10676952274,1564.74522071584,1706.44218024762,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Sierra Leone,SLE,143.743743239644,358.31568592361,388.995136049853,413.817666037168,417.750034826993,462.633324427945,517.913366011018,578.648417351785,945.148168480629,838.631615328371,788.486867334833,845.914540460932,843.71251730417,845.313836261458,885.184270659578,860.130884035452,757.85833603088,..
GDP per capita (current US$),NY.GDP.PCAP.CD,South Africa,ZAF,3217.84693448467,2847.15191945908,2688.23676032806,4062.21755993786,5221.46333731721,5836.87663325127,6077.38293388876,6591.85535960564,6112.27382485974,5651.20585165749,6618.33508255701,6914.1780318076,6533.71121032856,5580.60383075189,6843.39941886204,6523.41097815853,6022.5425418935,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tanzania,TZA,401.698150634766,396.638732910156,402.649047851563,422.18359375,450.385284423828,483.334869384766,475.746734619141,543.198303222656,939.127319335938,953.0107421875,986.674011230469,1023.10626220703,1063.32250976563,1117.41528320313,1159.85656738281,1207.85302734375,1224.48962402344,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,163.121663683369,194.32295331156,219.061391951349,289.087621122168,445.850767157087,643.807929251964,693.854591777338,780.581405973967,747.588448455507,668.078636142918,640.117048532702,695.642393675941,678.142035723965,622.095543396442,660.747192555507,671.720147647873,680.639877912029,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Togo,TGO,409.889802792768,396.692654520135,445.238691488925,538.16537776929,560.266308533382,551.259850017077,552.50227125256,607.588224471809,751.052405084336,772.581787093976,792.765487219069,851.130806891807,826.260654099894,853.578220263722,939.613373786407,898.758154410712,985.697512629974,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Tunisia,TUN,2199.04465936314,2235.71981624751,2320.7723805785,2725.8643148859,3067.41936376975,3146.8260743927,3322.56933570096,3726.91672935667,4014.94773686432,3847.80354448809,3619.03247319953,3628.10366464236,3528.87213306798,3548.65363663803,3885.28166485296,3678.40023411347,3977.69516639644,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Uganda,UGA,258.050338731086,236.021188853993,241.984688408335,250.71543664681,292.38185796262,330.405402707025,346.518255310647,401.389130865581,862.934610355811,752.696571725656,765.218332297361,792.16570022814,822.057058189153,845.766463890124,882.791717542504,963.067314117178,1002.30913917142,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zambia,ZMB,359.429500988221,396.548952993504,393.864625518616,446.290104839041,548.685974566277,710.982068171696,1051.71714895686,1118.73162626953,1295.87788680068,1239.08527877713,1483.46577328065,1463.89997855593,1258.98619844462,951.644316655957,1127.16077872857,1447.12310138035,1330.72780576709,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Zimbabwe,ZWE,562.556900384332,566.107646563399,524.677238832055,468.234185771582,469.484653598898,461.0282813252,430.809179322191,413.302571731556,1386.42284717709,1407.41536437554,3448.08253696926,2271.8533351306,1684.02790388182,1730.41348946953,1724.38773104902,2040.55245910726,2156.0340040333,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,538.054072348854,459.803068381399,376.531026962584,308.719123437587,593.285346326581,616.483657865348,614.544307904464,724.726407242432,619.536364296461,650.056501323611,642.522641296331,696.219806960615,738.186751987483,720.335143352133,781.890925169531,836.244875868476,888.157407724123,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,655.007796688241,691.699908770798,762.116930318449,959.787894504834,1091.27216412426,1103.20658498402,1154.90422349749,1289.73631056361,1329.37048235986,1365.48403444497,1423.9248027797,1540.71132257526,1519.26386436068,1527.16991011916,1584.12450153608,1489.49566257969,1590.31237688317,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Seychelles,SYC,8063.65500575169,8153.2986369879,8864.16919495467,9070.28460757013,10827.671636033,11802.1118276833,12782.9938926475,12669.3026687222,15333.1051727105,16566.9946042294,17480.3651911372,18440.2340460932,19141.5118743615,14041.4754074575,14982.9111487767,17167.1909760833,17879.2396545075,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Algeria,DZA,3553.32420521282,3610.00605632903,3754.66081539402,3945.89816092714,4066.28204806069,4223.60252134721,4279.61547125531,4339.25055772185,4685.05902729002,4768.73140080218,4742.90075536604,4717.00358853556,4672.66408682198,4363.68533766912,4456.74687641147,4544.46688059647,4660.40545686886,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Angola,AGO,1932.98847886814,1947.85672988915,2139.87259662901,2128.19579323903,2277.86696532928,2526.41057941008,2716.25302638209,2983.0418728513,3213.90261080059,3020.98332805417,2911.60084214038,2775.74642272991,2664.43850995544,2433.37637275564,2385.44881834294,2382.02263952585,2332.88691268977,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Benin,BEN,861.213292038555,879.85446379954,893.13710098792,896.14676322811,907.62443123609,893.915368726229,900.620535813856,926.740113781346,1002.41886882564,1006.03926635984,1032.90471197222,1071.50452160085,1114.17304529722,1126.6540412547,1176.37727640735,1218.50010515449,1263.62565116943,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Botswana,BWA,5062.64289173588,4971.96371794188,5175.47655317231,5320.440295139,5369.42516766112,5514.21742664705,5865.00026521361,6085.6354476126,6141.20394726616,6490.83463593483,6662.57549449506,6843.80580621129,6951.71989827806,6254.2461755493,6896.17866856924,7159.8638374729,7235.92910677284,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Burkina Faso,BFA,428.309796566198,442.914122870048,448.128856317091,468.263047790124,474.086412333459,499.192797571217,514.113131757062,519.26101218434,630.124750752312,648.420480176012,669.276310328333,694.492813126351,717.021595096634,713.8421779224,745.472563435144,739.363021191451,744.165760639938,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Burundi,BDI,302.219163799824,300.799882759047,305.4383585397,292.318595090044,295.235119511615,287.030688980174,291.866399549575,290.979116170807,280.966831311923,274.513363399011,269.47688960656,265.672394335817,261.750180238427,255.078218433565,255.917950730796,253.69164159159,253.530723439042,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cabo Verde,CPV,2037.31720912714,2051.21733888102,2127.70872296502,2186.89500422765,2379.79636224135,2514.16779255327,2683.83943856892,3056.97102851154,3415.06266730931,3560.1400729534,3719.71306047915,3853.67940035241,4115.90283469406,3255.93628984058,3471.6553421786,3997.76763250653,4195.75433916189,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cameroon,CMR,1151.27689302947,1169.92670464984,1189.96707897027,1221.09446141454,1271.74326874167,1264.74345218659,1277.32990712342,1295.73067471287,1415.00009710569,1435.61830727839,1444.90682916573,1461.01969999317,1470.31785276187,1434.51913723409,1443.57600237663,1458.66180431693,1466.76885819356,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Central African Republic,CAF,437.168928414826,446.658634192083,452.808702217035,418.240532289858,433.825227770233,427.968043155237,439.294330902768,450.762785401893,366.322853938121,376.858254120398,387.35795131742,395.020015455909,401.82582161435,398.834274122139,396.020622931961,399.106838645128,398.330979969132,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Congo, Dem. Rep.",COD,327.240142486849,310.380267408895,309.911785375198,317.778121357431,329.3490636773,338.980980805364,346.179697463638,356.886805082139,467.9145805459,462.47214741215,462.482920889479,473.294077418165,478.632426258904,471.504423341186,484.784649973339,511.299266278693,537.269316970327,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Congo, Rep.",COG,2057.01922023551,2056.16505922617,2100.16876714574,2058.88683675038,2058.88402946896,2140.03686200251,2226.0233547376,2004.10103961966,2439.35189403696,2174.19310251224,2003.27121075187,1909.9560382117,1885.51080877731,1725.51040049963,1701.79060456872,1686.00234391385,1677.08549205924,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Cote d'Ivoire,CIV,1717.95385651231,1636.57318705218,1551.27925902838,1441.58801755037,1451.86547141894,1431.73320203111,1437.77453798586,1420.1738958245,1814.71855088017,1889.27777949938,1972.81431788947,2013.32307598499,2093.09994335779,2055.08483996432,2146.47635317946,2223.28825303231,2302.7469807991,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,2376.12554719873,2502.85181449431,2596.45134698268,2677.16701469784,2781.94687224659,2776.54090852115,2860.53793870551,2925.84071784878,3078.28598659063,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Egypt, Arab Rep.",EGY,2458.60835003016,2492.03441188721,2498.48121191713,2524.80477192682,2574.42341789124,2635.70305227819,2761.62410769792,2902.06559804963,3306.98159414141,3381.22246306207,3452.90961245539,3568.63966286161,3701.2446345188,3770.86947867421,3837.31992324447,4029.78295457978,4111.24924442966,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,3839.08642737128,5882.85050306586,6604.0054631081,7082.65489186921,9208.60566707162,10212.4545051498,10521.9996774827,11594.9172068456,9068.91003238645,7971.83401904573,7259.10936454803,6578.90039765711,6018.12066321865,5575.26241511492,5487.92479201992,5524.24312418579,5118.21986148331,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Eritrea,ERI,845.132430060544,893.268735439193,889.009113592982,830.379672282601,808.591420184592,809.794793468889,789.402432018085,789.072701743247,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,257.412698845663,270.451435406907,266.316614456911,252.806674812797,278.648105685268,302.475022727211,325.543392093065,352.360703147014,621.845673808133,662.32729587522,706.164227289541,734.227726626757,774.512169391667,799.47559497498,822.305881002002,843.643330424579,875.373675519289,..
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Gabon,GAB,7596.09970650519,7556.76995314898,7338.75620613605,7301.67154442842,7148.98713447497,7130.22505771754,6724.08148977274,6908.67399162999,7047.12654634355,6991.3251446736,6840.05959347802,6724.5961429108,6817.56879468764,6534.27966529444,6479.0490069252,6527.48207900404,6541.69710787282,..
